Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.19518922567367553,19.518922567367554,25500,10.451396551009154
0,0.0%,0.1959723162651062,19.59723162651062,25500,10.409633558856045
0,0.0%,0.19526923894882203,19.526923894882202,25500,10.4471140000431
0,0.0%,0.19496282815933227,19.496282815933228,25500,10.46353307068782
0,0.0%,0.19522090673446654,19.522090673446655,25500,10.449700465610197
0,0.0%,0.19440351247787477,19.440351247787476,25500,10.493637558283183
0,0.0%,0.19559994459152222,19.55999445915222,25500,10.42945080715743
0,0.0%,0.19567173719406128,19.567173719406128,25500,10.425624207428536
0,0.0%,0.19552939176559447,19.55293917655945,25500,10.433214063518404
0,0.0%,0.1946384596824646,19.46384596824646,25500,10.480970735835452
0,0.0%,0.1957238221168518,19.57238221168518,25500,10.422849798948189
0,0.0%,0.19548808097839354,19.548808097839355,25500,10.435418823439534
0,0.0%,0.19474610567092895,19.474610567092896,25500,10.475177375033509
0,0.0%,0.1956213641166687,19.56213641166687,25500,10.428308836366885
0,0.0%,0.19473787069320678,19.47378706932068,25500,10.475620344097575
0,0.0%,0.1947110962867737,19.471109628677368,25500,10.477060829627577
0,0.0%,0.19640140533447265,19.640140533447266,25500,10.38689105368604
0,0.0%,0.1954116415977478,19.54116415977478,25500,10.43950085737119
0,0.0%,0.1949862575531006,19.49862575531006,25500,10.462275780868541
0,0.0%,0.19534921169281005,19.534921169281006,25500,10.442837123949774
0,0.0%,0.19383494377136232,19.38349437713623,25500,10.524418148289499
0,0.0%,0.19519617080688476,19.519617080688477,25500,10.451024687457892
0,0.0%,0.19556329250335694,19.556329250335693,25500,10.431405474342698
0,0.0%,0.1958939576148987,19.589395761489868,25500,10.41379746898762
0,0.0%,0.19475302696228028,19.475302696228027,25500,10.474805099666598
0,0.0%,0.19590576410293578,19.59057641029358,25500,10.413169869407783
0,0.0%,0.1963581156730652,19.63581156730652,25500,10.38918097684633
0,0.0%,0.19529107809066773,19.529107809066772,25500,10.44594571316202
