Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.041727662086486816,4.172766208648682,8400,16.10442489222568
0,0.0%,0.04174129486083984,4.174129486083984,8400,16.099165161032076
0,0.0%,0.04150957345962524,4.150957345962524,8400,16.189036503919475
0,0.0%,0.04153245210647583,4.153245210647583,8400,16.180118579977133
0,0.0%,0.041476094722747804,4.14760947227478,8400,16.20210399489318
0,0.0%,0.041946845054626467,4.1946845054626465,8400,16.02027516312297
0,0.0%,0.04128583192825317,4.128583192825317,8400,16.27677022877501
0,0.0%,0.04171272039413452,4.171272039413452,8400,16.11019357285779
0,0.0%,0.04179424047470093,4.179424047470093,8400,16.078770480511018
0,0.0%,0.04117483377456665,4.117483377456665,8400,16.32064876519523
0,0.0%,0.04175501346588135,4.175501346588135,8400,16.093875782104618
0,0.0%,0.041375544071197506,4.137554407119751,8400,16.241478271407072
0,0.0%,0.0414258074760437,4.14258074760437,8400,16.221771908456187
0,0.0%,0.041463959217071536,4.146395921707153,8400,16.206845961861845
0,0.0%,0.041819071769714354,4.1819071769714355,8400,16.069223241025327
0,0.0%,0.041947979927062985,4.194797992706299,8400,16.019841746096937
0,0.0%,0.04162716388702393,4.162716388702393,8400,16.143304930016544
0,0.0%,0.04118443250656128,4.118443250656128,8400,16.316844960603515
0,0.0%,0.04150909900665283,4.150909900665283,8400,16.18922154615536
0,0.0%,0.041793389320373533,4.1793389320373535,8400,16.079097936965162
0,0.0%,0.041412713527679446,4.141271352767944,8400,16.226900938303608
0,0.0%,0.04137237548828125,4.137237548828125,8400,16.24272215624516
0,0.0%,0.04152923107147217,4.152923107147217,8400,16.181373520821566
0,0.0%,0.04154929637908936,4.1549296379089355,8400,16.173559086747847
0,0.0%,0.04184539079666138,4.184539079666138,8400,16.059116361594963
0,0.0%,0.04179807186126709,4.179807186126709,8400,16.077296632975084
0,0.0%,0.04167511463165283,4.167511463165283,8400,16.124730692152834
0,0.0%,0.04170528650283813,4.1705286502838135,8400,16.113065185495586
0,0.0%,0.04168123245239258,4.168123245239258,8400,16.122363962427077
0,0.0%,0.0408377742767334,4.08377742767334,8400,16.45535320916988
0,0.0%,0.041448602676391604,4.14486026763916,8400,16.212850533143772
0,0.0%,0.041187987327575684,4.118798732757568,8400,16.31543669894476
0,0.0%,0.04164321899414063,4.1643218994140625,8400,16.137081047806443
0,0.0%,0.04168130397796631,4.168130397796631,8400,16.122336296274096
0,0.0%,0.04183225870132446,4.183225870132446,8400,16.064157682662344
0,0.0%,0.041372094154357913,4.137209415435791,8400,16.242832608201805
0,0.0%,0.04188067436218262,4.188067436218262,8400,16.04558690217276
0,0.0%,0.042031474113464355,4.2031474113464355,8400,15.98801884002283
0,0.0%,0.041677343845367434,4.167734384536743,8400,16.123868221863543
0,0.0%,0.04168258428573608,4.168258428573608,8400,16.12184108819665
0,0.0%,0.04164619207382202,4.164619207382202,8400,16.135929037853284
0,0.0%,0.04192527532577515,4.192527532577515,8400,16.028517279333467
0,0.0%,0.04171635150909424,4.171635150909424,8400,16.10879129382882
0,0.0%,0.041324665546417234,4.132466554641724,8400,16.261474620894084
0,0.0%,0.041877884864807126,4.187788486480713,8400,16.046655703109014
0,0.0%,0.04162126541137695,4.162126541137695,8400,16.14559272424986
0,0.0%,0.04140554189682007,4.140554189682007,8400,16.229711512400456
0,0.0%,0.041439344882965086,4.143934488296509,8400,16.216472579329945
0,0.0%,0.04153122901916504,4.153122901916504,8400,16.180595081592656
0,0.0%,0.041828958988189696,4.18289589881897,8400,16.06542491745342
