Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.1887727403640747,18.87727403640747,16800,7.119672032137201
0,0.0%,0.1880836296081543,18.80836296081543,16800,7.145757463315837
0,0.0%,0.18959465503692627,18.959465503692627,16800,7.0888074336179825
0,0.0%,0.18845354795455932,18.845354795455933,16800,7.131730946896637
0,0.0%,0.18737367153167725,18.737367153167725,16800,7.1728327091716535
0,0.0%,0.19022931337356566,19.022931337356567,16800,7.065157184059745
0,0.0%,0.1886301612854004,18.86301612854004,16800,7.125053548390424
0,0.0%,0.18828038215637208,18.828038215637207,16800,7.138290163888508
0,0.0%,0.18967143774032594,18.967143774032593,16800,7.0859377458826165
0,0.0%,0.1879551124572754,18.79551124572754,16800,7.150643483057736
0,0.0%,0.18903732776641846,18.903732776641846,16800,7.109706933969657
0,0.0%,0.18738706588745116,18.738706588745117,16800,7.172319997833982
0,0.0%,0.18990763664245605,18.990763664245605,16800,7.0771245630863335
0,0.0%,0.18886996507644654,18.886996507644653,16800,7.116007034024737
0,0.0%,0.18618120193481447,18.618120193481445,16800,7.2187738935671915
0,0.0%,0.18612391233444214,18.612391233444214,16800,7.220995857775624
0,0.0%,0.1899003791809082,18.99003791809082,16800,7.077395031000129
0,0.0%,0.18590192556381224,18.590192556381226,16800,7.22961849869953
0,0.0%,0.18900410413742066,18.900410413742065,16800,7.11095669659537
0,0.0%,0.18858240842819213,18.858240842819214,16800,7.126857755195997
0,0.0%,0.18904696702957152,18.904696702957153,16800,7.1093444191028246
0,0.0%,0.18974576473236085,18.974576473236084,16800,7.083162050524456
0,0.0%,0.1888177227973938,18.88177227973938,16800,7.117975898068351
0,0.0%,0.19051058530807496,19.051058530807495,16800,7.054726107878025
0,0.0%,0.18730740785598754,18.730740785598755,16800,7.1753702396722225
0,0.0%,0.18794336080551147,18.794336080551147,16800,7.151090595803515
0,0.0%,0.1895891857147217,18.958918571472168,16800,7.089011933530542
0,0.0%,0.18953179121017455,18.953179121017456,16800,7.091158646359327
0,0.0%,0.18880712270736694,18.880712270736694,16800,7.118375518507699
0,0.0%,0.18803366899490356,18.803366899490356,16800,7.147656093635165
0,0.0%,0.19000039577484132,19.00003957748413,16800,7.073669475892556
0,0.0%,0.18729544878005983,18.72954487800598,16800,7.17582839708109
0,0.0%,0.1898790740966797,18.98790740966797,16800,7.0781891390289955
0,0.0%,0.18805920124053954,18.805920124053955,16800,7.146685677351886
0,0.0%,0.18866006374359132,18.86600637435913,16800,7.12392423351789
0,0.0%,0.1889386558532715,18.89386558532715,16800,7.113419929502101
0,0.0%,0.18759374856948852,18.759374856948853,16800,7.164417845737302
0,0.0%,0.19070924043655396,19.070924043655396,16800,7.047377447067796
0,0.0%,0.18930756092071532,18.930756092071533,16800,7.099557954596891
0,0.0%,0.18942996740341186,18.942996740341187,16800,7.0949703387627405
0,0.0%,0.1910698127746582,19.10698127746582,16800,7.034078175316328
