Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps),Tamanho de pacote
0,0.0%,0.1952072978019714,19.520729780197144,21700,8.893110142639697,217.0
0,0.0%,0.1956576704978943,19.56576704978943,21700,8.87263962400433,217.0
0,0.0%,0.1971597671508789,19.71597671508789,21700,8.805041845436472,217.0
0,0.0%,0.1957267713546752,19.57267713546753,21700,8.86950716033733,217.0
0,0.0%,0.1947108197212219,19.471081972122192,21700,8.915785997334538,217.0
0,0.0%,0.1946052265167236,19.460522651672363,21700,8.920623721536147,217.0
0,0.0%,0.1941631388664245,19.416313886642456,21700,8.940934979395287,217.0
0,0.0%,0.1948142313957214,19.481423139572144,21700,8.911053302228753,217.0
0,0.0%,0.1981629371643066,19.816293716430664,21700,8.760467647694366,217.0
0,0.0%,0.1996210789680481,19.96210789680481,21700,8.696476389038398,217.0
0,0.0%,0.1996755361557007,19.96755361557007,21700,8.694104613027417,217.0
0,0.0%,0.1999039220809936,19.990392208099365,21700,8.68417178576735,217.0
0,0.0%,0.1990802454948425,19.908024549484253,21700,8.720101764416267,217.0
0,0.0%,0.1993191242218017,19.931912422180176,21700,8.709650951848374,217.0
0,0.0%,0.1995682144165039,19.95682144165039,21700,8.698780039074379,217.0
0,0.0%,0.1996631598472595,19.966315984725952,21700,8.694643525265372,217.0
0,0.0%,0.1998225784301757,19.982257843017575,21700,8.687706933011137,217.0
0,0.0%,0.1971738338470459,19.71738338470459,21700,8.80441367969074,217.0
0,0.0%,0.1978668904304504,19.786689043045044,21700,8.773574983785366,217.0
0,0.0%,0.1978544735908508,19.785447359085083,21700,8.774125590861928,217.0
0,0.0%,0.1987963938713073,19.879639387130737,21700,8.73255277016652,217.0
0,0.0%,0.1990460014343261,19.904600143432617,21700,8.7216019788912,217.0
0,0.0%,0.194715518951416,19.4715518951416,21700,8.91557082531852,217.0
0,0.0%,0.1940178656578064,19.40178656578064,21700,8.947629611913273,217.0
0,0.0%,0.1941798830032348,19.417988300323486,21700,8.940164002318818,217.0
0,0.0%,0.1945994186401367,19.459941864013672,21700,8.92088996016119,217.0
0,0.0%,0.1942487144470215,19.42487144470215,21700,8.936996082275071,217.0
0,0.0%,0.1965697979927063,19.65697979927063,21700,8.831468606710446,217.0
0,0.0%,0.1993848204612732,19.93848204612732,21700,8.706781168113977,217.0
0,0.0%,0.199943470954895,19.994347095489506,21700,8.682454054184253,217.0
