Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.11893248796463013,11.893248796463013,8500,5.717529428983511
0,0.0%,0.11955809831619263,11.955809831619263,8500,5.687611375363459
0,0.0%,0.11763201951980591,11.76320195198059,8500,5.780738975458185
Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.1160443377494812,11.60443377494812,8500,5.8598292100041744
0,0.0%,0.11959587335586548,11.959587335586548,8500,5.685814910825683
0,0.0%,0.11664705753326415,11.664705753326416,8500,5.829551249555394
Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.11980178117752076,11.980178117752075,8500,5.676042487151211
0,0.0%,0.11965399503707885,11.965399503707886,8500,5.6830530379639965
0,0.0%,0.11791782379150391,11.79178237915039,8500,5.7667278629763405
