Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.04649566888809204,4.649566888809204,8400,14.452959083509503
0,0.0%,0.04705667018890381,4.705667018890381,8400,14.28065346107853
0,0.0%,0.04755354166030884,4.755354166030884,8400,14.131439563436203
Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.045554420948028564,4.5554420948028564,8400,14.751586915497427
0,0.0%,0.04584316492080689,4.5843164920806885,8400,14.658673788357895
0,0.0%,0.045771172046661375,4.577117204666138,8400,14.681730223445673
Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.045677001476287844,4.567700147628784,8400,14.71199899907732
0,0.0%,0.04676821708679199,4.676821708679199,8400,14.368732482423033
0,0.0%,0.047696590423583984,4.769659042358398,8400,14.089057394503484
