Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.03369223356246948,3.3692233562469482,2400,5.698642675143776
0,0.0%,0.034040596485137936,3.404059648513794,2400,5.640324195958987
0,0.0%,0.0370598316192627,3.7059831619262695,2400,5.180811450319801
0,0.0%,0.03894213676452637,3.8942136764526367,2400,4.930392011126079
0,0.0%,0.04112201929092407,4.112201929092407,2400,4.669031417004753
0,0.0%,0.0409710693359375,4.09710693359375,2400,4.686233557286934
0,0.0%,0.03584961414337158,3.584961414337158,2400,5.355706179490355
0,0.0%,0.031905276775360106,3.1905276775360107,2400,6.017813333883324
0,0.0%,0.03162078142166138,3.1620781421661377,2400,6.071956206258491
0,0.0%,0.03501482486724854,3.5014824867248535,2400,5.483391698457104
0,0.0%,0.03686688661575317,3.6866886615753174,2400,5.207925529517284
0,0.0%,0.03751672029495239,3.7516720294952393,2400,5.117718139819173
0,0.0%,0.038736090660095215,3.8736090660095215,2400,4.956617891174877
0,0.0%,0.037913625240325925,3.7913625240325928,2400,5.064142476034809
0,0.0%,0.031768965721130374,3.176896572113037,2400,6.043633956653986
0,0.0%,0.03212186574935913,3.212186574935913,2400,5.9772368609638
0,0.0%,0.033811652660369874,3.3811652660369873,2400,5.678515685955815
0,0.0%,0.03570973873138428,3.5709738731384277,2400,5.376684535394168
0,0.0%,0.0368296217918396,3.68296217918396,2400,5.213194995191119
0,0.0%,0.03844911813735962,3.844911813735962,2400,4.993612579463572
0,0.0%,0.03413467407226563,3.4134674072265625,2400,5.6247790617107345
0,0.0%,0.030375955104827882,3.037595510482788,2400,6.320788904823077
0,0.0%,0.03022392511367798,3.022392511367798,2400,6.352583235891803
0,0.0%,0.03300412178039551,3.300412178039551,2400,5.817455203854212
0,0.0%,0.03456670522689819,3.4566705226898193,2400,5.55447789251822
0,0.0%,0.03580694437026977,3.5806944370269775,2400,5.362088370752353
0,0.0%,0.037216267585754394,3.7216267585754395,2400,5.159034273321207
0,0.0%,0.03482317447662354,3.4823174476623535,2400,5.513569709989759
0,0.0%,0.029259443283081055,2.9259443283081055,2400,6.561984045370468
0,0.0%,0.029567410945892336,2.9567410945892334,2400,6.493635859810501
