Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps),Tamanho de pacote
0,0.0%,0.1233622050285339,12.336220502853394,15600,10.116550686746685,156.0
0,0.0%,0.1240940427780151,12.409404277801514,15600,10.0568888889572,156.0
0,0.0%,0.126645610332489,12.6645610332489,15600,9.85426969575624,156.0
0,0.0%,0.1269526290893554,12.695262908935549,15600,9.83043840015,156.0
0,0.0%,0.1266493797302246,12.66493797302246,15600,9.853976408399,156.0
0,0.0%,0.1265713286399841,12.657132863998411,15600,9.860052931495847,156.0
0,0.0%,0.1275953030586242,12.759530305862429,15600,9.7809242980253,156.0
0,0.0%,0.1271706509590149,12.71706509590149,15600,9.813585057469044,156.0
0,0.0%,0.1267591953277587,12.67591953277588,15600,9.845439589396811,156.0
0,0.0%,0.1271778893470764,12.717788934707642,15600,9.813026512762214,156.0
0,0.0%,0.1264837193489074,12.648371934890749,15600,9.866882523887291,156.0
0,0.0%,0.1269737315177917,12.697373151779177,15600,9.82880462818507,156.0
0,0.0%,0.1270221710205078,12.70221710205078,15600,9.825056444662009,156.0
0,0.0%,0.1265590834617614,12.655908346176147,15600,9.861006937341406,156.0
0,0.0%,0.1259724020957947,12.597240209579468,15600,9.90693182980641,156.0
0,0.0%,0.1282512760162353,12.825127601623535,15600,9.730897335025466,156.0
0,0.0%,0.1267492723464965,12.674927234649658,15600,9.846210371830155,156.0
0,0.0%,0.1257116246223449,12.571162462234495,15600,9.92748287001432,156.0
0,0.0%,0.12555419921875,12.555419921875,15600,9.939930386761818,156.0
0,0.0%,0.1271794176101684,12.717941761016846,15600,9.81290859363251,156.0
0,0.0%,0.1250655198097229,12.50655198097229,15600,9.97876954334601,156.0
0,0.0%,0.1213930535316467,12.139305353164673,15600,10.280654153531536,156.0
0,0.0%,0.1233890151977539,12.33890151977539,15600,10.114352545887876,156.0
0,0.0%,0.1239002609252929,12.390026092529297,15600,10.072618012907135,156.0
0,0.0%,0.1226672887802124,12.26672887802124,15600,10.173861445948225,156.0
0,0.0%,0.1232995653152465,12.329956531524658,15600,10.121690184463926,156.0
0,0.0%,0.1242394304275512,12.423943042755129,15600,10.045120101607004,156.0
0,0.0%,0.12361980676651,12.361980676651,15600,10.095469590542162,156.0
0,0.0%,0.1248111200332641,12.481112003326416,15600,9.999109051079648,156.0
0,0.0%,0.1245169973373413,12.45169973373413,15600,10.022728034622611,156.0
