Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.028689122200012206,2.8689122200012207,2700,7.528986021046964
0,0.0%,0.028632516860961913,2.8632516860961914,2700,7.543870524861133
0,0.0%,0.0276064133644104,2.76064133644104,2700,7.824268844661386
0,0.0%,0.023355305194854736,2.3355305194854736,2700,9.248434058039441
0,0.0%,0.021506438255310057,2.150643825531006,2700,10.043504063099263
0,0.0%,0.02378533363342285,2.378533363342285,2700,9.081226411576566
0,0.0%,0.0238340425491333,2.38340425491333,2700,9.062667382367941
0,0.0%,0.026769418716430664,2.6769418716430664,2700,8.068908865302424
0,0.0%,0.02880415916442871,2.880415916442871,2700,7.498917040659397
0,0.0%,0.025811545848846436,2.5811545848846436,2700,8.368348074342608
0,0.0%,0.018502912521362304,1.8502912521362305,2700,11.67383782151161
0,0.0%,0.01965376615524292,1.965376615524292,2700,10.990259998711695
0,0.0%,0.02272053003311157,2.2720530033111572,2700,9.506820469646362
0,0.0%,0.02358647108078003,2.358647108078003,2700,9.157792162304963
0,0.0%,0.025203840732574465,2.5203840732574463,2700,8.570122398878393
0,0.0%,0.02747337579727173,2.747337579727173,2700,7.862157224284396
0,0.0%,0.026174614429473875,2.6174614429473877,2700,8.252270557107943
0,0.0%,0.01945729732513428,1.9457297325134277,2700,11.101233454503392
0,0.0%,0.01880807399749756,1.8808073997497559,2700,11.484429507707123
0,0.0%,0.0187384295463562,1.8738429546356201,2700,11.52711327625652
0,0.0%,0.02097420930862427,2.0974209308624268,2700,10.298361994088816
0,0.0%,0.022836673259735107,2.2836673259735107,2700,9.458470484877687
0,0.0%,0.02543757438659668,2.543757438659668,2700,8.491375660165643
0,0.0%,0.02643899917602539,2.643899917602539,2700,8.169749488697233
0,0.0%,0.024004294872283935,2.4004294872283936,2700,8.99838971105958
0,0.0%,0.01835817813873291,1.835817813873291,2700,11.765873408988961
0,0.0%,0.017411301136016844,1.7411301136016846,2700,12.405735695029968
0,0.0%,0.020366177558898926,2.0366177558898926,2700,10.605819348050396
0,0.0%,0.02283747911453247,2.283747911453247,2700,9.458136728521403
0,0.0%,0.023782308101654052,2.3782308101654053,2700,9.082381704784039
