Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps),Tamanho de pacote
0,0.0%,0.1167287993431091,11.672879934310911,8600,5.894003912245456,86.0
0,0.0%,0.1177782320976257,11.777823209762571,8600,5.841486900819843,86.0
0,0.0%,0.1152495789527893,11.52495789527893,8600,5.969653045603155,86.0
0,0.0%,0.1178888154029846,11.788881540298462,8600,5.836007407896829,86.0
0,0.0%,0.1178517079353332,11.785170793533323,8600,5.837844966807901,86.0
0,0.0%,0.1175008845329284,11.750088453292848,8600,5.855275070777827,86.0
0,0.0%,0.1167851781845092,11.678517818450928,8600,5.891158541651806,86.0
0,0.0%,0.1157437348365783,11.574373483657835,8600,5.944166230434894,86.0
0,0.0%,0.1184805297851562,11.848052978515623,8600,5.806861272882285,86.0
0,0.0%,0.1193729591369628,11.937295913696287,8600,5.763449318623502,86.0
0,0.0%,0.1192628455162048,11.926284551620483,8600,5.768770626108514,86.0
0,0.0%,0.1185005831718444,11.850058317184448,8600,5.8058786006334815,86.0
0,0.0%,0.1193508195877075,11.935081958770752,8600,5.7645184371307,86.0
0,0.0%,0.1177672576904296,11.776725769042969,8600,5.842031252935509,86.0
0,0.0%,0.1169464683532714,11.694646835327148,8600,5.883033576710431,86.0
0,0.0%,0.1193790364265441,11.93790364265442,8600,5.763155915765305,86.0
0,0.0%,0.1191754460334777,11.917544603347778,8600,5.773001259057446,86.0
0,0.0%,0.1193683695793151,11.93683695793152,8600,5.763670915709822,86.0
0,0.0%,0.1173695993423462,11.73695993423462,8600,5.861824559809791,86.0
0,0.0%,0.1188105154037475,11.881051540374756,8600,5.790733233182312,86.0
0,0.0%,0.1178287696838378,11.782876968383787,8600,5.838981446093893,86.0
0,0.0%,0.1200387740135192,12.003877401351929,8600,5.731481395524036,86.0
0,0.0%,0.1199077367782592,11.990773677825928,8600,5.737744856883519,86.0
0,0.0%,0.1192366552352905,11.923665523529053,8600,5.770037734137751,86.0
0,0.0%,0.1186196327209472,11.861963272094728,8600,5.800051679628112,86.0
0,0.0%,0.1172867107391357,11.728671073913574,8600,5.865967215418132,86.0
0,0.0%,0.1173688554763793,11.73688554763794,8600,5.861861711162896,86.0
0,0.0%,0.1185599136352539,11.85599136352539,8600,5.802973188025523,86.0
0,0.0%,0.1151718473434448,11.517184734344482,8600,5.973682074824847,86.0
0,0.0%,0.1183002161979675,11.830021619796751,8600,5.815712110353863,86.0
