Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps)
0,0.0%,0.02612433910369873,2.612433910369873,2800,8.574379589502636
0,0.0%,0.022663965225219726,2.2663965225219727,2800,9.883530872644476
0,0.0%,0.021082615852355956,2.1082615852355957,2800,10.624867500726587
0,0.0%,0.016713504791259767,1.6713504791259766,2800,13.402335584164224
0,0.0%,0.01921985387802124,1.921985387802124,2800,11.654615140240685
0,0.0%,0.020879600048065185,2.0879600048065186,2800,10.728174844553932
0,0.0%,0.021320126056671142,2.1320126056671143,2800,10.50650448334988
0,0.0%,0.024374039173126222,2.437403917312622,2800,9.190105850284054
0,0.0%,0.023042776584625245,2.3042776584625244,2800,9.721050723959141
0,0.0%,0.019227204322814943,1.9227204322814941,2800,11.650159650834015
0,0.0%,0.01610726594924927,1.6107265949249268,2800,13.906767337534415
0,0.0%,0.018600096702575685,1.8600096702575684,2800,12.042948140639568
0,0.0%,0.019870593547821044,1.9870593547821045,2800,11.272939555676393
0,0.0%,0.02115966796875,2.115966796875,2800,10.58617745471328
0,0.0%,0.023972363471984864,2.3972363471984863,2800,9.344093262300817
0,0.0%,0.02438000440597534,2.438000440597534,2800,9.187857240300556
0,0.0%,0.0185254168510437,1.8525416851043701,2800,12.091495797428173
0,0.0%,0.016007828712463378,1.600782871246338,2800,13.993153226683267
0,0.0%,0.015726449489593505,1.5726449489593506,2800,14.243520137728805
0,0.0%,0.017957842350006102,1.7957842350006104,2800,12.47365889699571
0,0.0%,0.019967360496520994,1.9967360496520996,2800,11.218308000149971
0,0.0%,0.02221754789352417,2.221754789352417,2800,10.082120721580175
0,0.0%,0.022237281799316406,2.2237281799316406,2800,10.073173601950124
0,0.0%,0.020726420879364015,2.0726420879364014,2800,10.807461708114912
0,0.0%,0.0171975040435791,1.7197504043579102,2800,13.025145941665478
0,0.0%,0.014403979778289795,1.4403979778289795,2800,15.551257600182206
0,0.0%,0.01613197088241577,1.6131970882415771,2800,13.885470140797567
0,0.0%,0.01666604518890381,1.6666045188903809,2800,13.44050117835624
0,0.0%,0.019624266624450683,1.9624266624450684,2800,11.414439290225966
0,0.0%,0.021178743839263915,2.1178743839263916,2800,10.57664239673741
