Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps),Tamanho de pacote
0,0.0%,0.1972197818756103,19.721978187561035,19100,7.747701500672655,191.0
0,0.0%,0.1951326179504394,19.513261795043945,19100,7.830571926155819,191.0
0,0.0%,0.1924303269386291,19.243032693862915,19100,7.94053631934699,191.0
0,0.0%,0.1920260310173034,19.202603101730347,19100,7.957254502970548,191.0
0,0.0%,0.1943593120574951,19.43593120574951,19100,7.861727765058096,191.0
0,0.0%,0.1918147206306457,19.18147206306457,19100,7.9660205169669105,191.0
0,0.0%,0.1936168837547302,19.361688375473022,19100,7.891873737290588,191.0
0,0.0%,0.1906040072441101,19.06040072441101,19100,8.016620542731099,191.0
0,0.0%,0.1930718445777893,19.30718445777893,19100,7.914152388927758,191.0
0,0.0%,0.1951786041259765,19.517860412597656,19100,7.828726959302179,191.0
0,0.0%,0.1968043160438537,19.680431604385376,19100,7.764057367824784,191.0
0,0.0%,0.19689466714859,19.68946671485901,19100,7.760494594030155,191.0
0,0.0%,0.1968895769119262,19.688957691192627,19100,7.760695228084692,191.0
0,0.0%,0.1960253119468689,19.60253119468689,19100,7.79491171229026,191.0
0,0.0%,0.1932508492469787,19.32508492469788,19100,7.906821656691314,191.0
0,0.0%,0.1934308314323425,19.343083143234253,19100,7.899464571833048,191.0
0,0.0%,0.1927898812294006,19.278988122940063,19100,7.925727171240037,191.0
0,0.0%,0.1957173728942871,19.57173728942871,19100,7.807176120360655,191.0
0,0.0%,0.1968933320045471,19.689333200454712,19100,7.76054721835228,191.0
0,0.0%,0.197127776145935,19.712777614593502,19100,7.751317596505584,191.0
0,0.0%,0.1969040966033935,19.690409660339355,19100,7.760122955073479,191.0
0,0.0%,0.197378830909729,19.7378830909729,19100,7.7414583567922195,191.0
0,0.0%,0.1966740417480468,19.667404174804688,19100,7.769200177202207,191.0
0,0.0%,0.1975169515609741,19.75169515609741,19100,7.736044870702156,191.0
0,0.0%,0.1972530817985534,19.725308179855347,19100,7.746393547151189,191.0
0,0.0%,0.1971646904945373,19.716469049453732,19100,7.74986634862156,191.0
0,0.0%,0.1969731497764587,19.697314977645878,19100,7.757402477109696,191.0
0,0.0%,0.1967441439628601,19.67441439628601,19100,7.766431921289838,191.0
0,0.0%,0.1976273512840271,19.76273512840271,19100,7.73172331700171,191.0
0,0.0%,0.1956738996505737,19.567389965057373,19100,7.808910655578688,191.0
