Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps),Tamanho de pacote
0,0.0%,0.1979936528205871,19.79936528205872,21000,8.48512048778826,210.0
0,0.0%,0.1944593548774719,19.445935487747192,21000,8.639337516359454,210.0
0,0.0%,0.1928957557678222,19.289575576782227,21000,8.709367364319416,210.0
0,0.0%,0.1925455331802368,19.25455331802368,21000,8.725208901249328,210.0
0,0.0%,0.1927072238922119,19.27072238922119,21000,8.717888027589897,210.0
0,0.0%,0.1929256415367126,19.292564153671265,21000,8.708018211670975,210.0
0,0.0%,0.1961566758155822,19.615667581558228,21000,8.564582332030652,210.0
0,0.0%,0.1967307090759277,19.673070907592773,21000,8.539592053986896,210.0
0,0.0%,0.1970385098457336,19.703850984573364,21000,8.526252057606982,210.0
0,0.0%,0.1928133654594421,19.28133654594421,21000,8.713088929270228,210.0
0,0.0%,0.1933361935615539,19.3336193561554,21000,8.689526617090065,210.0
0,0.0%,0.1929852294921875,19.29852294921875,21000,8.705329441121867,210.0
0,0.0%,0.1936634945869445,19.366349458694454,21000,8.67484088099923,210.0
0,0.0%,0.1928755617141723,19.28755617141724,21000,8.710279234284945,210.0
0,0.0%,0.1968758058547973,19.687580585479736,21000,8.533298404574188,210.0
0,0.0%,0.1950446820259094,19.504468202590942,21000,8.613410950506363,210.0
0,0.0%,0.1961020874977111,19.61020874977112,21000,8.566966427726621,210.0
0,0.0%,0.1943718695640564,19.43718695640564,21000,8.643226017056682,210.0
0,0.0%,0.1960748934745788,19.60748934745789,21000,8.568154597609471,210.0
0,0.0%,0.1931133866310119,19.3113386631012,21000,8.699552264649736,210.0
0,0.0%,0.19314626455307,19.314626455307007,21000,8.69807140141917,210.0
0,0.0%,0.1952769899368286,19.52769899368286,21000,8.603164154381291,210.0
0,0.0%,0.1956142926216125,19.56142926216125,21000,8.588329500287161,210.0
0,0.0%,0.1962727570533752,19.627275705337524,21000,8.559516996763508,210.0
0,0.0%,0.1950367331504821,19.503673315048218,21000,8.613761996842833,210.0
0,0.0%,0.1979227685928344,19.792276859283447,21000,8.48815935601672,210.0
0,0.0%,0.1982318210601806,19.823182106018063,21000,8.474925927709524,210.0
0,0.0%,0.1990606808662414,19.906068086624146,21000,8.439637565235063,210.0
0,0.0%,0.1959374952316284,19.59374952316284,21000,8.574162888088265,210.0
0,0.0%,0.1977002429962158,19.770024299621586,21000,8.49771337930099,210.0
