Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps),Tamanho de pacote
0,0.0%,0.2641407775878906,26.414077758789062,25500,7.723154367262386,255.0
0,0.0%,0.2686557745933532,26.865577459335327,25500,7.593359953225703,255.0
0,0.0%,0.2692319655418396,26.92319655418396,25500,7.577109188704329,255.0
0,0.0%,0.2695160555839538,26.951605558395386,25500,7.56912234998387,255.0
0,0.0%,0.2679511046409606,26.79511046409607,25500,7.613329315187875,255.0
0,0.0%,0.2637643504142761,26.37643504142761,25500,7.734176346408889,255.0
0,0.0%,0.2627226901054382,26.272269010543823,25500,7.76484132063846,255.0
0,0.0%,0.2632374382019043,26.32374382019043,25500,7.749657548465089,255.0
0,0.0%,0.2641904234886169,26.41904234886169,25500,7.721703054417855,255.0
0,0.0%,0.2682113265991211,26.82113265991211,25500,7.6059427685880765,255.0
0,0.0%,0.2678785943984985,26.787859439849854,25500,7.615390115737572,255.0
0,0.0%,0.2695302128791809,26.95302128791809,25500,7.568724775631912,255.0
0,0.0%,0.2641622567176819,26.41622567176819,25500,7.722526394753695,255.0
0,0.0%,0.2628672051429748,26.286720514297485,25500,7.760572487124947,255.0
0,0.0%,0.2641337418556213,26.41337418556213,25500,7.723360088977532,255.0
0,0.0%,0.2629620409011841,26.296204090118408,25500,7.75777368098003,255.0
0,0.0%,0.2674525737762451,26.74525737762451,25500,7.627520540171338,255.0
0,0.0%,0.2686993741989136,26.86993741989136,25500,7.5921278420612275,255.0
0,0.0%,0.2683783602714538,26.837836027145386,25500,7.601208972052078,255.0
0,0.0%,0.2694024991989135,26.94024991989136,25500,7.572312825850083,255.0
0,0.0%,0.2694319748878479,26.94319748878479,25500,7.571484419579962,255.0
0,0.0%,0.2692266893386841,26.922668933868408,25500,7.577257682033535,255.0
0,0.0%,0.268861677646637,26.886167764663696,25500,7.587544710187957,255.0
0,0.0%,0.2691793489456177,26.917934894561768,25500,7.578590289302399,255.0
0,0.0%,0.2691206216812133,26.912062168121334,25500,7.580244082582718,255.0
0,0.0%,0.2684794068336487,26.847940683364868,25500,7.598348134253721,255.0
0,0.0%,0.2689009881019592,26.890098810195923,25500,7.586435492109434,255.0
0,0.0%,0.2677236390113831,26.772363901138306,25500,7.619797816633082,255.0
0,0.0%,0.2691121888160706,26.911218881607056,25500,7.580481616142157,255.0
0,0.0%,0.2661381888389587,26.613818883895878,25500,7.665190812711256,255.0
