Packet Loss,Loss Percentage(%),Time Delta Mean(s),Total Time(s),Total Bytes(B),Throughput(Kbps),Tamanho de pacote
0,0.0%,0.1980508661270141,19.805086612701416,19800,7.997945330792685,198.0
0,0.0%,0.199181797504425,19.918179750442505,19800,7.952533915478947,198.0
0,0.0%,0.1981783008575439,19.817830085754395,19800,7.992802406448238,198.0
0,0.0%,0.1987266016006469,19.872660160064697,19800,7.970749699545223,198.0
0,0.0%,0.198635516166687,19.8635516166687,19800,7.974404731683383,198.0
0,0.0%,0.1976406645774841,19.764066457748413,19800,8.014544999564094,198.0
0,0.0%,0.1985380864143371,19.85380864143372,19800,7.978318057797164,198.0
0,0.0%,0.1962091994285583,19.620919942855835,19800,8.073015967718423,198.0
0,0.0%,0.1986300182342529,19.863001823425293,19800,7.974625457325995,198.0
0,0.0%,0.1942264103889465,19.422641038894653,19800,8.15543054535155,198.0
0,0.0%,0.1926653957366943,19.266539573669437,19800,8.221507520555324,198.0
0,0.0%,0.1940559267997741,19.405592679977417,19800,8.16259532044266,198.0
0,0.0%,0.1941840267181396,19.418402671813965,19800,8.157210594356426,198.0
0,0.0%,0.1930912160873413,19.30912160873413,19800,8.203376787908914,198.0
0,0.0%,0.1929580688476562,19.295806884765625,19800,8.209037380295278,198.0
0,0.0%,0.1968140721321106,19.68140721321106,19800,8.048205003028173,198.0
0,0.0%,0.19711345911026,19.711345911026,19800,8.035980937831104,198.0
0,0.0%,0.1973811316490173,19.738113164901733,19800,8.025083181794018,198.0
0,0.0%,0.1987836170196533,19.87836170196533,19800,7.96846351700801,198.0
0,0.0%,0.1980167150497436,19.801671504974365,19800,7.999324701463129,198.0
0,0.0%,0.1967671728134155,19.676717281341556,19800,8.050123287089296,198.0
0,0.0%,0.1943335843086242,19.433358430862427,19800,8.15093286955704,198.0
0,0.0%,0.1935215544700622,19.352155447006226,19800,8.18513474810396,198.0
0,0.0%,0.1936608290672302,19.366082906723022,19800,8.179248264242984,198.0
0,0.0%,0.1925863170623779,19.258631706237797,19800,8.22488338819496,198.0
0,0.0%,0.1932180571556091,19.321805715560917,19800,8.19799155067747,198.0
0,0.0%,0.1934355211257934,19.343552112579346,19800,8.188775209336582,198.0
0,0.0%,0.1953897023200989,19.538970232009888,19800,8.106875547642723,198.0
0,0.0%,0.1978915810585022,19.78915810585022,19800,8.004382963273844,198.0
0,0.0%,0.1977828383445739,19.7782838344574,19800,8.008783842207693,198.0
